Companies,Companies_full,Website,Address,Location,
Paradigm BioPharmaceuticals Ltd,Paradigm BioPharmaceuticals Ltd,https://paradigmbiopharma.com/,,,
Parexel International Pty Ltd,Parexel International Pty Ltd,https://www.parexel.com/,"2520 Meridian Parkway, Durham, NC 27713",Durham,
Patrys Ltd,Patrys Ltd,http://www.patrys.com/,"Level 4, 100 Albert Road, South Melbourne VIC 3205 Australia",Melbourne,
Peprotech,Peprotech,https://www.peprotech.com/en/,"12 Hamada Street, Beit Tamar, entrance A, 2nd floor, Rehovot, 7670314 Israel",,
Percheron Therapeutics Limited,Percheron Therapeutics Limited,https://percherontx.com/,"L30, Collins Place, 35 Collins Street, Melbourne, VIC 3000 Australia",Melbourne,
Perennial Partners,Perennial Partners,https://perennial.net.au/,"Aurora Place, Level 27, 88 Phillip Street Sydney NSW 2000",Sydney,
,Perennial Partners,,"Level 14, 55 Collins Street, Melbourne VIC 3000",Melbourne,
,Perennial Partners,,"Level 38, 71 Eagle Street Brisbane QLD 4000",Brisbane,
Peter MacCallum Cancer Centre,Peter MacCallum Cancer Centre,http://www.petermac.org/,"305 Grattan St, Melbourne VIC 3052",Melbourne,
Pfizer ,Pfizer ,https://www.pfizer.com.au/,"Level 15-18, 151 Clarence Street, Sydney NSW 2000",,
PharmAust Limited,PharmAust Limited,https://www.pharmaust.com/,"Level 4, 96-100 Albert Road, South Melbourne VIC 3205",Melbourne,
Pharmsite Pty Limited,Pharmsite Pty Limited,http://www.pharmsite.com.au/,,,
Phenomics Australia,Phenomics Australia,https://phenomicsaustralia.org.au/,"131 Garran Road, Australian National University, Acton ACT 2601, Australia",,
Phillips Ormonde Fitzpatrick,Phillips Ormonde Fitzpatrick,http://www.pof.com.au/,"Level 16 333 Collins Street, Melbourne VIC 3000",Melbourne,
,Phillips Ormonde Fitzpatrick,,"Suite 15.02 Level 15 4-6 Bligh Street, Sydney NSW 2000",Sydney,
,Phillips Ormonde Fitzpatrick,,"Level 3 74 Pirie Street, Adelaide SA 5000",Adelaide,
,Phillips Ormonde Fitzpatrick,,"Building NP, ManuFutures, Deakin University, 75 Pigdons Road, Waurn Ponds VIC 3216",Melbourne,
,Phillips Ormonde Fitzpatrick,,"PO Box 79, Woodbridge TAS 7162",Hobart,
Piper Alderman,Piper Alderman,http://www.piperalderman.com.au/,"Level 23, Governor Macquarie Tower",Sydney,
Planet Innovation Pty Ltd,Planet Innovation Pty Ltd,http://www.planetinnovation.com.au/,"Level 23, Governor Macquarie Tower, 1 Farrer Place, Sydney NSW 2000",Sydney,
,Planet Innovation Pty Ltd,,"Level 23/459 Collins St, Melbourne VIC 3000",Melbourne,
,Planet Innovation Pty Ltd,,"Riparian Plaza, level 26/71 Eagle St, Brisbane City QLD 4000",Brisbane,
,Planet Innovation Pty Ltd,,"16/70 Franklin St, Adelaide SA 5000",Adelaide,
,Planet Innovation Pty Ltd,,"Exchange Tower, Level 27/2 The Esplanade, Perth WA 6000",Perth,
PolyActiva Pty Ltd,PolyActiva Pty Ltd,https://polyactiva.com/,"77 Crown Street, Richmond VIC 3121 Australia",Melbourne,
,PolyActiva Pty Ltd,,"C/O MIPS, 381-399 Royal Parade, Parkville VIC 3052 Australia",Melbourne,
PolyNovo Limited,PolyNovo Limited,http://polynovo.com.au/,"2/320 Lorimer Street, Port Melbourne, Victoria 3207 Australia",Melbourne,
Premier Research Australia Pty Ltd,Premier Research Australia Pty Ltd,http://www.premier-research.com/,"Ground Floor, 23 Milton Parade, Malvern VIC 3144",Melbourne,
,Premier Research Australia Pty Ltd,,"3800 Paramount Parkway Suite 400, Morrisville, NC 27560",Morrisville,
Prescient Therapeutics Limited,Prescient Therapeutics Limited,http://www.ptxtherapeutics.com/,"Level 4, 100 Albert Road, South Melbourne VIC 3205",Melbourne,
Prime Accounting and Business Advisory Pty Ltd,Prime Accounting and Business Advisory Pty Ltd,http://www.primefinancial.com.au/,"Level 17, HWT Tower, 40 City Road, Southbank VIC 3006",Melbourne,
,Prime Accounting and Business Advisory Pty Ltd,,"Suite 3, Level 3, 1 Bligh Street, Sydney NSW 2000",Sydney,
,Prime Accounting and Business Advisory Pty Ltd,,"Level 6/100 Creek Street, Brisbane QLD 4000",Brisbane,
ProPharma Group,ProPharma Group,https://www.propharmagroup.com/,"Suite 6, Ground Level, 452 Johnston Street, Abbotsford, VIC 3067",Melbourne,
,ProPharma Group ,https://www.propharmagroup.com/,"1129 20th St NW, Suite 600, Washington, DC 20036",,
Protagonist Pty Ltd,Protagonist Pty Ltd,http://www.protagonist-inc.com/,"306 Carmody Road, St Lucia, Brisbane Qld 4072 AUSTRALIA",Brisbane,
,Protagonist Pty Ltd,,"7707 Gateway Boulevard, Suite 140, Newark, CA 94560-1160 USA",Newark,
Proteomics International Laboratories Limited,Proteomics International Laboratories Limited,http://www.proteomicsinternational.com/,"QEII Medical Centre, 6 Verdun Street, Nedlands, Perth WA 6009 Australia",Perth,
Proto Axiom Pty Ltd,Proto Axiom Pty Ltd,https://www.protoaxiom.com/,"Suite 303, 80 Mount Street, North Sydney NSW 2060 Australia",Sydney,
PSC Biotech Pty Ltd,PSC Biotech Pty Ltd,https://biotech.com/,"26 Boon Lay Way, Trade Hub 21 #01-92, Singapore 609970",Singapore,
PYC Therapeutics,PYC Therapeutics,https://pyctx.com/,"Harry Perkins Institute of Medical Research, 6 Verdun Street, Nedlands, WA 6009",Perth,info@pyctx.com
QBiotics Group Limited,QBiotics Group Limited,https://qbiotics.com/,"PO Box 42, Toowong BC, QLD 4066 Australia",Brisbane,
Q-Gen Cell Therapies,Q-Gen Cell Therapies,https://www.qimrberghofer.edu.au/commercial-collaborations/partner-with-us/q-gen-cell-therapeutics/,"300 Herston Road, Herston, Queensland 4006",Brisbane,
QIMR Berghofer Medical Research Institute,QIMR Berghofer Medical Research Institute,http://www.qimrberghofer.edu.au/,"300 Herston Road, Herston, Queensland 4006",Brisbane,
Queensland Immunology Research Centre,Queensland Immunology Research Centre,https://qirc.com.au/,,,
Queensland University of Technology,Queensland University of Technology,https://www.qut.edu.au/,"2 George St, Brisbane, QLD 4000",,
Queensland University of Technology - Industry Engagement,Queensland University of Technology - Industry Engagement,http://www.research.qut.edu.au/,"2 George St, Brisbane, QLD 4000",Brisbane,
Race Oncology Limited,Race Oncology Limited,https://raceoncology.com/,"1 Macquarie Pl, Sydney NSW 2000, Australia",Sydney,
Radium Capital,Radium Capital,https://radiumcapital.com.au/,"Level 3, 2 Mill Street, Perth, WA 6000",Perth,
,Radium Capital,,"Level 1, 388 George Street, Sydney, NSW 2000",Sydney,
,Radium Capital,,"10-20 Gwynne Street, Cremorne, Melbourne, VIC 3121",Melbourne,
,Radium Capital,,"Level 38, 71 Eagle Street, Brisbane, QLD 4000",Brisbane,
Recce Pharmaceuticals Ltd,Recce Pharmaceuticals Ltd,http://www.recce.com.au/,"Level 23, 180 George St, Salesforce Tower, SYDNEY NSW 2000 Australia",Sydney,
Regeneus ,Regeneus ,www.regeneus.com.au,,Sydney,"1,300,995,098"
ReNerve,ReNerve,https://renerve.com.au/,"Suite 3, 21 Vale Street, North Melbourne, Victoria 3051 Australia",,
ReNEW at MCRI,ReNEW at MCRI,https://www.mcri-renew.org.au/,"50 Flemington Road, Parkville",,
Research Australia Limited,Research Australia Limited,http://researchaustralia.org/,"384 Victoria Street, Darlinghurst NSW 2010",Sydney,
"Research, Innovation & Commercialisation (RIC), The University of Melbourne","Research, Innovation & Commercialisation (RIC), The University of Melbourne",https://research.unimelb.edu.au/commercialisation,"The University of Melbourne, Grattan Street, Parkville, Victoria, 3010, Australia",Melbourne,
Resolian Bioanalytics,Resolian Bioanalytics,https://www.resolian.com/,"34 Corporate Dr, Cannon Hill QLD 4170",Brisbane,
Resolutum Global Pty Ltd,Resolutum Global Pty Ltd,http://www.rgcro.com/,"Melbourne, VIC 3806, AU",Melbourne,
Resonance Health Pty Ltd,Resonance Health Pty Ltd,http://www.resonancehealth.com/,"141 Burswood Rd, Burswood WA 6100",Perth,
Respiri Limited,Respiri Limited,https://respiri.co/,"Suite 1, Level 9, 432 St Kilda Rd, Melbourne VIC 3004",Melbourne,
,Respiri Limited,,"750 Lexington Ave, 23rd Fl, New York, NY 10022", New York,
Respirion Pharmaceuticals Pty Ltd,Respirion Pharmaceuticals Pty Ltd,https://respirionpharma.com/,"PO Box 214, Joondalup DC WA 6919",,
,Respirion Pharmaceuticals Pty Ltd,,"3602 Horizon Drive, Suite 160, King of Prussia PA 19406",King of Prussia,
Rob McInnes IP Advisory Pty Ltd,Rob McInnes IP Advisory Pty Ltd,http://www.robmcinnes.com.au/,"PO Box 817, Newtown NSW 2042",Sydney,
Roche Australia,Roche Australia,http://www.roche-australia.com/,"2 Julius Avenue, North Ryde NSW 2113 Australia",Sydney,
,Roche Australia,,"Level 8, 30-34 Hickson Road, Sydney NSW 2000 Australia",Sydney,
,Roche Australia,,"98 Carlton Gore Road, Auckland 1023, Newmarket, New Zealand",Auckland,
Royal Brisbane and Women's ,Royal Brisbane and Women's ,https://metronorth.health.qld.gov.au/rbwh/,"Cnr Butterfield St and Bowen Bridge Road, HERSTON, QLD AUSTRALIA 4029",,Cheryl Hutchins
Royal Perth Hospital,Royal Perth Hospital,https://rph.health.wa.gov.au/,,Perth,
RSM Australia,RSM Australia,https://www.rsm.global/australia/,"Level 32/2 The Esplanade, Perth WA 6000",Perth,
,RSM Australia,,"Level 13/60 Castlereagh St, Sydney NSW 2000",Sydney,
,RSM Australia,,"Level 6/340 Adelaide St, Brisbane City QLD 4000",Brisbane,
,RSM Australia,,"2/191 Pulteney St, Adelaide SA 5000",Adelaide,
,RSM Australia,,"Level 27/120 Collins St, Melbourne VIC 3000",Melbourne,
,RSM Australia,,"Equinox, Building 4, Level 2/70 Kent St, Deakin ACT 2600",Canberra,
Sanofi ANZ,Sanofi ANZ,https://www.sanofi.com.au/,"Level 6, 412 St Kilda Road, Melbourne VIC 3004",Melbourne,
,Sanofi ANZ,,"87 Yarraman Place, Virginia QLD 4014",Brisbane,
,Sanofi ANZ,,"c/o DLA Piper, Level 15, PwC Tower, 15 Customs Street West, Auckland 1010",Auckland,
,Sanofi ANZ,,"Talavera Corporate Centre, Building D, 12-24 Talavera Road, Macquarie Park, NSW 2113",Sydney,
SAPRO Consulting Pty Ltd,SAPRO Consulting Pty Ltd,https://www.saproconsulting.com.au/,"Suite 201/1 at 175b Stephen Street, Yarraville VIC 3013",Melbourne,
Sartorius ,Sartorius ,https://www.sartorius.com/en,,,
Scientia Clinical Research Ltd,Scientia Clinical Research Ltd,https://www.scientiaclinicalresearch.com.au/,"5th Floor, Bright Alliance Building, Corner High and Avoca Street, Randwick, NSW 2031",Sydney,
Scientifix Pty. Ltd.,Scientifix Pty. Ltd.,www.scientifix.com.au,"Unit F1, Hallmarc Business Park, 2A Westall Road, Clayton, VIC 3168, Australia",,nikki@scientifix.com
Scinogy,Scinogy,https://www.scinogy.com/,"436 Elgar Rd, Box Hill VIC 3128",Melbourne,INFO@SCINOGY.COM
Sementis Limited,Sementis Limited,http://www.sementis.com.au/,"25 North Terrace, Hackney SA, 5069, Australia",Adelaide,
Shengsheng Australia Pty Ltd,Shengsheng Australia Pty Ltd,https://www.ssintnl.com/,"Building 3, #327 Jifeng Road, Minhang District, Shanghai",Shanghai,
Silverstone Developments Pty Ltd,Silverstone Developments Pty Ltd,http://silverstonedevelopments.com.au/,"Level 4, 26 Commercial Road, Newstead 4005",Sydney,
Sir Charles Gairdner Hospital,Sir Charles Gairdner Hospital,https://scgh.health.wa.gov.au/,"Hospital Avenue, Nedlands 6009, Western Australia",Perth,
Skin2Neuron,Skin2Neuron,https://www.skin2neuron.org/,"285A Crown St, Surry Hills, NSW 2010 AUSTRALIA",Sydney,
Smartways Logistics for Lifescience,Smartways Logistics for Lifescience,https://smartwayslfl.com/,"7/5 Talavera Road, Macquarie Park NSW 2113 Australia",Sydney,
Snoretox Ltd,Snoretox Ltd,http://www.snoretox.com/,,,
Sonic Clinical Trials Pty Ltd,Sonic Clinical Trials Pty Ltd,http://www.sonicclinicaltrials.com/,"14 Giffnock Avenue, Macquarie Park NSW 2113, Australia",Sydney,
Southern RNA Pty Ltd,Southern RNA Pty Ltd,https://southernrna.com.au/,"6 Yoga Wy, Springfield Central QLD 4300",Brisbane,
Southern Star Research,Southern Star Research,http://www.southernstarresearch.com/,"1 Merriwa Street, Gordon NSW 2072 Australia",Sydney,
SpeeDx Pty Ltd,SpeeDx Pty Ltd,https://plexpcr.com/,"Suite 102, National Innovation Centre, 4 Cornwallis Street, Eveleigh, NSW 2015 Australia",Sydney,
,SpeeDx Pty Ltd,,"Acre House, 11/15 William Road, London, NW1 3ER, United Kingdom",London,
,SpeeDx Pty Ltd,,"1400 Barbara Jordan Boulevard, Austin, TX 78723, United States",Austin,
Spruson & Ferguson,Spruson & Ferguson,http://www.spruson.com/,"Level 6, 175 Eagle Street, Brisbane QLD 4000, Australia",Brisbane,
,Spruson & Ferguson,,"Level 27, 385 Bourke Street, Melbourne, Victoria, 3000, Australia",Melbourne,
,Spruson & Ferguson,,"Level 24, Tower 2, Darling Park, 201 Sussex Street, Sydney NSW 2000, Australia",Sydney,
St Vincent's Hospital Melbourne,St Vincent's Hospital Melbourne,http://www.svhm.org.au/,"41 Victoria Parade, Fitzroy VIC 3065",Melbourne,
St. Vincent's Hospital Sydney,St. Vincent's Hospital Sydney,https://www.svhs.org.au/,"390 Victoria Street, Darlinghurst NSW 2010",,
Starpharma Holdings Limited,Starpharma Holdings Limited,http://www.starpharma.com/,,,
STEMCELL Technologies,STEMCELL Technologies,www.stemcell.com,"PO BOX 648, Tullamarine, VIC, 3043, Australia",,cyndy.nauer@stemcell.com
Syd Cord Blood Bank,Syd Cord Blood Bank,,,Sydney,
Sydney Cell and Gene Therapy,Sydney Cell and Gene Therapy,https://sydneycellandgenetherapy.org/,"178 Hawkesbury Rd, Westmead NSW 2145",Sydney,
Syneos Health,Syneos Health,http://www.syneoshealth.com/,"Level 24, 91 Westpac House, King William St., Adelaide, 5000, Australia",Adelaide,
Syntara,Syntara,https://www.pharmaxis.com.au/,,,
Takeda Pharmaceutical Company Limited,Takeda Pharmaceutical Company Limited,http://www.takeda.com/,"1-1, Nihonbashi-Honcho 2-chome, Chuo-ku, Tokyo 103-8668, Japan",Tokyo,
,Takeda Pharmaceutical Company Limited,,"1-1, Doshomachi 4-chome, Chuo-ku, Osaka 540-8645, Japan",Osaka,
Technovalia Pty Ltd,Technovalia Pty Ltd,http://www.technovalia.com/,"5a Hartnett Cl, Mulgrave VIC 3170, Australia",Melbourne,
TekCyte Pty Ltd,TekCyte Pty Ltd,https://tekcyte.com/,"Level 3, Materials and Minerals (MM) Building, UniSA Mawson Lakes Campus, Mawson Lakes, South Australia 5095 Australia",Adelaide,
Teleaus Bioscience Health Pty Ltd (Genofax),Teleaus Bioscience Health Pty Ltd (Genofax),https://www.genofax.com/,,,
Telethon Kids Institute,Telethon Kids Institute,https://www.telethonkids.org.au/,"Perth Children's Hospital, 15 Hospital Avenue, NEDLANDS WA 6009",Perth,
Telix Pharmaceuticals Pty Ltd,Telix Pharmaceuticals Pty Ltd,http://www.telixpharma.com/,"Level 4, 55 Flemington Road, North Melbourne, VIC Australia, 3051",Melbourne,
,Telix Pharmaceuticals Pty Ltd,,"Suite 7.01, 10 Bridge Street, Sydney, NSW Australia, 2000",Sydney,
,Telix Pharmaceuticals Pty Ltd,,"52 McDougall Street, Milton, Brisbane, QLD Australia, 4064",Brisbane,
Tenmile Ventures Pty Ltd,Tenmile Ventures Pty Ltd,https://www.tenmile.com/,"PO Box 3155, Broadway Nedlands, WA 6009",Perth,
Terumo BCT,Terumo BCT,www.terumobct.com,"Suite 4.02, Level 4, 15 Orion Road, Lane Cove, NSW 2066 Australia",,shane.torok@terumobct.com
Tessara Therapeutics,Tessara Therapeutics,www.tessaratherapeutics.com,"40 City Rd, Southbank VIC 3006",Melbourne,christos.p@tessaratx.com
Teva Pharmaceuticals Australia Pty Ltd,Teva Pharmaceuticals Australia Pty Ltd,http://www.tevapharm.com/,"37 Epping Road, Macquarie Park, NSW 2113",Sydney,
The Florey Institute of Neuroscience and Mental Health,The Florey Institute of Neuroscience and Mental Health,https://florey.edu.au/,"30 Royal Parade, Parkville, Victoria 3052",Melbourne,
The Institute for Molecular Biosciences - The University of Queensland,The Institute for Molecular Biosciences - The University of Queensland,http://imb.uq.edu.au/,"The University of Queensland, Brisbane QLD 4072 Australia",Brisbane,
"The University of Newcastle, Knowledge Exchange and Enterprise (KEE)","The University of Newcastle, Knowledge Exchange and Enterprise (KEE)",https://www.newcastle.edu.au/engage/business-and-industry/knowledge-exchange-and-enterprise,,,
"The University of Queensland, Biotechnology Program","The University of Queensland, Biotechnology Program",http://www.scmb.uq.edu.au/biotech,"Chemistry Building 68, Cooper Road, The University of Queensland, St Lucia 4072, Queensland, Australia",Brisbane,
The Walter & Eliza Hall Institute of Medical Research,The Walter & Eliza Hall Institute of Medical Research,https://www.wehi.edu.au/,"1G Royal Parade, Parkville, Victoria 3052, Australia",Melbourne,
Therapeutic Goods Administration (TGA),Therapeutic Goods Administration (TGA),https://www.tga.gov.au/,"TGA, PO Box 100, Woden ACT 2606, Australia",Canberra,
Therapeutic Innovations Australia (TIA),Therapeutic Innovations Australia (TIA),https://therapeuticinnovation.com.au/leadership-and-strategy/,,,
Thermo Fisher Scientific,Thermo Fisher Scientific,https://www.thermofisher.com/au/en/home.html,"168 Third Avenue, Waltham, MA USA 02451",Waltham,
Tissue Repair,Tissue Repair,https://tissuerepair.com.au/,"Level 10, 255 Pitt St, Sydney, NSW, 2000 Australia",Sydney,
Traders Macquarie Pty Ltd,Traders Macquarie Pty Ltd,,,,
Translational Research Facility of the Monash Health Translation Precinct,Translational Research Facility of the Monash Health Translation Precinct,,,,
Translational Research Institute Australia,Translational Research Institute Australia,http://www.tri.edu.au/,"37 Kent Street, Woolloongabba QLD 4102, AUSTRALIA",Brisbane,
TruScreen Pty Ltd,TruScreen Pty Ltd,http://www.truscreen.com/,"Suite 3.03, 18 Orion Rd, Lane Cove West, NSW 2066 Australia",Sydney,
,TruScreen Pty Ltd,,"c/- HLB Mann Judd Limited, Level 6, Equitable House 57, Symonds Street, Grafton, Auckland 1010 New Zealand",Auckland,
Uniquest Pty Ltd,Uniquest Pty Ltd,http://www.uniquest.com.au/,,,
Unispace,Unispace,https://www.unispace.com/industry-life-sciences,"Suite 3, Level 3, 12 Pirie St, Adelaide SA 5000 Australia",Adelaide,
,Unispace,,"Level 24, 188 Quay Street, Auckland 1010 New Zealand",Auckland,
,Unispace,,"Level 9, Suite 1, 'The Annex', 12 Creek Street, Brisbane QLD 4000 Australia",Brisbane,
,Unispace,,"Level 4, 1 Collins Street, Melbourne VIC 3000 Australia",Melbourne,
,Unispace,,"Level 7, 191 St Georges Terrace, Perth WA 6000 Australia",Sydney,
,Unispace,,"Level 43, 225 George Street, Sydney NSW 2000 Australia",Sydney,
Universal Biosensors Pty Ltd,Universal Biosensors Pty Ltd,http://www.universalbiosensors.com/,"1 Corporate Ave, Rowville VIC 3178",Melbourne,
University of Melbourne,University of Melbourne,https://www.latrobe.edu.au/?cid=ser:goo:alw:upg&ef_id=fe9cdb6e320b1c515c7dbdabe0ea4516:G:s&s_kwcid=AL!7713!10!75179263620377!75179371523487,,,
University of Queensland,University of Queensland,https://www.uq.edu.au/,"The University of Queensland, Brisbane QLD 4072 Australia",,
University of Queensland/CCRM Australia,University of Queensland/CCRM Australia,https://ccrmaustralia.com.au/,,,ESTABLISHING
University of South Australia - Enterprise Partnership Unit,University of South Australia - Enterprise Partnership Unit,https://www.unisa.edu.au/,,,
University of Sydney,University of Sydney,https://www.sydney.edu.au/,,,
University of Tasmania,University of Tasmania,http://www.utas.edu.au/,,,
"University of Technology Sydney , Faculty of Science","University of Technology Sydney , Faculty of Science",https://www.uts.edu.au/about/faculty-science,,,
University of Wollongong,University of Wollongong,https://www.uow.edu.au/,"University of Wollongong, NSW, 2522, Australia.",,
"University of Wollongong - Faculty of Science, Medicine and Health","University of Wollongong - Faculty of Science, Medicine and Health",https://www.uow.edu.au/science-medicine-health/,,,
UNSW,UNSW,https://www.unsw.edu.au/,"High St, Kensington NSW 2052 Australia",,
UNSW Industry & Innovation,UNSW Industry & Innovation,https://www.knowledgeexchange.unsw.edu.au/,,,
UNSW RNA Institute,UNSW RNA Institute,https://www.rna.unsw.edu.au/,"Level 6 Hilmer Building (E10), UNSW Kensington Campus",Sydney,
UNSW School of Biotechnology and Biomolecular Sciences,UNSW School of Biotechnology and Biomolecular Sciences,https://www.unsw.edu.au/science/our-schools/babs,"UNSW Sydney, High St , Kensington NSW 2052 Australia",Sydney,
UTS,UTS,https://www.uts.edu.au/,"15 Broadway Ultimo, NSW 2007",,
Vaxxas Pty Ltd,Vaxxas Pty Ltd,https://www.vaxxas.com/,"47 Thorndike St Suite B1-1, Cambridge MA 02141 United States",Cambridge,
,Vaxxas Pty Ltd,,"240 MacArthur Avenue, Hamilton QLD 4007 Australia",Brisbane,
Vectus Biosystems Limited,Vectus Biosystems Limited,http://www.vectusbiosystems.com.au/,"Level 3, 11 Julius Avenue, North Ryde NSW 2113 Australia",Sydney,
Venture Valuation,Venture Valuation,http://www.venturevaluation.com/,"Kasernenstrasse 11, 8004 Zurich Switzerland",Zurich,
Vetter Pharma International GmbH,Vetter Pharma International GmbH,http://www.vetter-pharma.com/,Vetter Pharma International GmbH Singapore Branch 50 Raffles Place Level 30-01 Singapore Land Tower 048623 Singapore,Singapore,
"Vial Health Technology, Inc.","Vial Health Technology, Inc.",http://vial.com/,,,
Viatris,Viatris,https://www.viatris.com/en,"Level 1, 30 The Bond, 30-34 Hickson Road, Millers Point NSW 2000",Sydney,
Viedoc Technologies AB,Viedoc Technologies AB,https://www.viedoc.com/,"Stationsgatan 23, Uppsala, Sweden",Uppsala,
,Viedoc Technologies AB,,"4208 Six Forks Road, Suite 1000, Raleigh, NC 27609 USA",Raleigh,
,Viedoc Technologies AB,,"8-6-305 Nihombashi-kobunacho Chuo-ku, Tokyo 103-0024, Japan",Tokyo,
Viral Vector Manufacturing Facility Pty Ltd,Viral Vector Manufacturing Facility Pty Ltd,https://www.vvmf.com.au/,"5 Oldham Rd, Elizabeth South SA 5112",Adelaide,
Vitrafy Life Sciences Ltd,Vitrafy Life Sciences Ltd,https://www.vitrafy.com/,,,
Vitura Health Limited,Vitura Health Limited,https://www.vitura.com.au/,,,
Vivazome,Vivazome,https://vivazome.com/,"22 Seaview Parade , Belmont VIC 3216 AUSTRALIA",,
Wallonia.be - Export & Investment (Belgium),Wallonia.be - Export & Investment (Belgium),http://www.investinwallonia.be/?lang=en,"Avenue des Dessus de lives, 6 B-5101 Namur-Loyers",Melbourne,
Wellumio,Wellumio,https://www.wellumio.com/,"134 Main St, Bacchus Marsh, VIC 3340 Australia",Melbourne,
,Wellumio,,"Level 1, 155 The Terrace, Wellington Central, New Zealand",Wellington,
West Pharmaceutical Services Singapore PTE Ltd,West Pharmaceutical Services Singapore PTE Ltd,http://www.westpharma.com/,"530 Herman O. West Drive, Exton, PA 19341",Exton,
Western Sydney Local Health District,Western Sydney Local Health District,https://www.wslhd.health.nsw.gov.au/,,,
Westmead Hospital/Western Sydney LHD,Westmead Hospital/Western Sydney LHD,,,,
"Westmead Viral Vector Manufacturing Facility, Westmead Health Precinct","Westmead Viral Vector Manufacturing Facility, Westmead Health Precinct",,,,
Wrays,Wrays,https://www.wrays.com.au/,"Level 20, 1 Castlereagh Street, Sydney, NSW 2000",Sydney,
,Wrays,,"Level 20, 600 Bourke Street Melbourne, VIC 3000",Melbourne,
,Wrays,,"Level 7, 863 Hay Street, Perth WA 6000",Perth,
,Wrays,,"78 North Terrace, Kent Town, SA 5067",Adelaide,
Yuhan ANZ,Yuhan ANZ,http://yuhan-anz.com/,"Level 7, 33 King William St, Adelaide 5000, South Australia",Adelaide,
Zuellig Pharma SSG Australia,Zuellig Pharma SSG Australia,https://www.zuelligpharma-australia.com.au/,"15 Lum St, Export Park, SA 5950",Adelaide,
